cliente_id,codigo_cliente,segmento,ciudad,pais,edad,ingreso_mensual,fecha_alta,estatus
4518,CLI-004518,Nomina,Medellin,Colombia,41,28893,2024-11-14,Activo
4519,CLI-004519,Premium,Guadalajara,Mexico,50,77800,2021-06-09,Activo
4520,CLI-004520,Premium,CDMX,Mexico,38,84904,2023-06-13,Activo
4521,CLI-004521,Pyme,Puebla,Mexico,27,19478,2023-07-03,Activo
4522,CLI-004522,Digital,Queretaro,Mexico,61,79389,2023-07-26,Activo
4523,CLI-004523,Digital,Medellin,Mexico,54,66354,2024-12-10,Inactivo
4524,CLI-004524,Digital,Puebla,Mexico,58,15099,2025-01-10,Activo
4525,CLI-004525,Nomina,Monterrey,Mexico,34,39477,2023-12-03,Activo
4526,CLI-004526,Nomina,Monterrey,Mexico,58,20665,2021-05-15,Activo
4527,CLI-004527,Digital,Queretaro,Colombia,28,61237,2021-12-29,Activo
4528,CLI-004528,Pyme,Puebla,Colombia,31,25952,2026-02-15,Activo
4529,CLI-004529,Empresarial,Medellin,Colombia,56,56340,2024-11-23,Activo
4530,CLI-004530,Digital,Guadalajara,Colombia,48,32533,2022-04-14,Activo
4531,CLI-004531,Digital,CDMX,Mexico,41,75381,2024-01-30,Activo
4532,CLI-004532,Pyme,Medellin,Mexico,61,8126,2022-01-06,Inactivo
4533,CLI-004533,Premium,Cali,Mexico,47,92426,2023-02-28,Activo
4534,CLI-004534,Nomina,Medellin,Mexico,31,48347,2021-06-15,Activo
4535,CLI-004535,Pyme,Queretaro,Mexico,24,37246,2023-12-10,Inactivo
4536,CLI-004536,Pyme,Monterrey,Mexico,24,95991,2024-06-01,Inactivo
4537,CLI-004537,Empresarial,Guadalajara,Mexico,57,38089,2024-11-26,Activo
4538,CLI-004538,Nomina,Cali,Colombia,57,38751,2025-04-20,Activo
4539,CLI-004539,Digital,Guadalajara,Mexico,45,8357,2022-02-03,Activo
4540,CLI-004540,Premium,Bogota,Mexico,37,90176,2021-08-24,Inactivo
4541,CLI-004541,Empresarial,Medellin,Mexico,50,72867,2026-05-25,Activo
4542,CLI-004542,Digital,Cali,Mexico,64,12632,2023-07-05,Inactivo
4543,CLI-004543,Nomina,Guadalajara,Mexico,31,76629,2026-03-17,Activo
4544,CLI-004544,Empresarial,Guadalajara,Mexico,41,43942,2024-07-30,Activo
4545,CLI-004545,Digital,Puebla,Mexico,23,73874,2021-09-15,Activo
4546,CLI-004546,Nomina,Bogota,Mexico,36,80326,2025-11-27,Activo
4547,CLI-004547,Empresarial,Medellin,Mexico,60,70698,2021-11-10,Activo
4548,CLI-004548,Premium,Queretaro,Mexico,52,57392,2023-07-30,Activo
4549,CLI-004549,Nomina,Medellin,Mexico,27,81300,2021-12-13,Activo
4550,CLI-004550,Nomina,Monterrey,Mexico,60,32330,2026-01-21,Activo
4551,CLI-004551,Nomina,CDMX,Colombia,63,70403,2024-07-02,Activo
4552,CLI-004552,Nomina,CDMX,Colombia,38,21845,2021-09-18,Inactivo
4553,CLI-004553,Empresarial,CDMX,Mexico,60,21693,2023-04-14,Activo
4554,CLI-004554,Pyme,Monterrey,Mexico,42,94432,2024-07-13,Activo
4555,CLI-004555,Pyme,CDMX,Mexico,40,92555,2023-05-23,Activo
4556,CLI-004556,Pyme,Cali,Mexico,47,17160,2024-05-24,Inactivo
4557,CLI-004557,Digital,Queretaro,Colombia,63,25225,2025-11-08,Activo
4558,CLI-004558,Digital,Cali,Mexico,22,36318,2025-12-03,Activo
4559,CLI-004559,Premium,Cali,Colombia,59,29224,2025-09-02,Activo
4560,CLI-004560,Digital,CDMX,Mexico,59,86907,2021-08-18,Activo
4561,CLI-004561,Empresarial,Puebla,Mexico,30,78232,2026-08-14,Activo
4562,CLI-004562,Pyme,Medellin,Colombia,31,29757,2024-05-09,Inactivo
4563,CLI-004563,Empresarial,Puebla,Mexico,54,63717,2022-09-01,Activo
4564,CLI-004564,Digital,Bogota,Mexico,44,65581,2021-09-10,Activo
4565,CLI-004565,Pyme,Puebla,Mexico,44,86886,2021-12-08,Activo
4566,CLI-004566,Nomina,CDMX,Mexico,28,34290,2022-11-27,Activo
4567,CLI-004567,Empresarial,Bogota,Colombia,36,14574,2022-11-28,Inactivo
4568,CLI-004568,Digital,Bogota,Mexico,61,33529,2024-02-23,Inactivo
4569,CLI-004569,Pyme,Guadalajara,Mexico,59,47318,2022-03-27,Inactivo
4570,CLI-004570,Premium,Guadalajara,Mexico,64,47096,2022-09-17,Inactivo
4571,CLI-004571,Digital,Queretaro,Mexico,28,58000,2026-02-09,Activo
4572,CLI-004572,Digital,Queretaro,Mexico,37,25253,2023-01-01,Activo
4573,CLI-004573,Empresarial,Queretaro,Mexico,20,87618,2022-08-20,Activo
4574,CLI-004574,Nomina,Cali,Mexico,61,77595,2025-05-30,Activo
4575,CLI-004575,Digital,Queretaro,Mexico,23,46374,2023-07-04,Activo
4576,CLI-004576,Nomina,Guadalajara,Mexico,51,72792,2024-10-11,Inactivo
4577,CLI-004577,Empresarial,Cali,Mexico,41,8552,2023-08-13,Inactivo
4578,CLI-004578,Empresarial,Queretaro,Mexico,47,79313,2024-06-27,Inactivo
4579,CLI-004579,Premium,Queretaro,Colombia,38,77183,2025-05-16,Inactivo
4580,CLI-004580,Empresarial,Cali,Mexico,47,82089,2023-08-26,Activo
4581,CLI-004581,Pyme,Guadalajara,Colombia,46,38298,2025-08-07,Inactivo
4582,CLI-004582,Nomina,CDMX,Mexico,23,34473,2023-06-28,Activo
4583,CLI-004583,Digital,CDMX,Colombia,61,16955,2023-05-29,Activo
4584,CLI-004584,Pyme,Bogota,Colombia,56,46600,2024-06-22,Activo
4585,CLI-004585,Digital,Cali,Mexico,21,13840,2025-05-17,Inactivo
4586,CLI-004586,Empresarial,Guadalajara,Mexico,38,71186,2022-01-21,Inactivo
4587,CLI-004587,Premium,Cali,Mexico,51,87517,2022-02-24,Activo
4588,CLI-004588,Digital,Queretaro,Mexico,23,13682,2022-05-03,Activo
4589,CLI-004589,Digital,Bogota,Colombia,35,85465,2022-12-24,Activo
4590,CLI-004590,Empresarial,Monterrey,Mexico,56,14355,2025-10-16,Activo
4591,CLI-004591,Empresarial,Puebla,Colombia,42,81507,2026-04-16,Activo
4592,CLI-004592,Empresarial,Guadalajara,Colombia,24,9453,2023-09-29,Activo
4593,CLI-004593,Empresarial,CDMX,Mexico,54,78332,2023-06-29,Activo
4594,CLI-004594,Empresarial,CDMX,Colombia,43,53849,2026-07-28,Activo
4595,CLI-004595,Pyme,Cali,Colombia,50,90593,2025-12-20,Activo
4596,CLI-004596,Pyme,Bogota,Mexico,23,12099,2023-11-03,Inactivo
4597,CLI-004597,Nomina,Bogota,Mexico,40,79329,2025-08-16,Inactivo
4598,CLI-004598,Pyme,Queretaro,Mexico,61,8967,2023-01-13,Inactivo
4599,CLI-004599,Pyme,Bogota,Mexico,31,73181,2024-12-29,Activo
4600,CLI-004600,Nomina,Monterrey,Colombia,56,34481,2024-07-05,Activo
4601,CLI-004601,Digital,CDMX,Mexico,35,38056,2022-08-05,Activo
4602,CLI-004602,Nomina,Bogota,Colombia,64,69617,2025-12-22,Activo
4603,CLI-004603,Empresarial,Puebla,Colombia,51,19743,2026-03-17,Activo
4604,CLI-004604,Digital,Bogota,Colombia,46,76265,2021-07-10,Activo
4605,CLI-004605,Digital,Cali,Colombia,42,50851,2024-04-11,Activo
4606,CLI-004606,Nomina,Queretaro,Mexico,23,79085,2023-05-10,Activo
4607,CLI-004607,Empresarial,Guadalajara,Mexico,48,22466,2025-02-25,Activo
4608,CLI-004608,Nomina,Monterrey,Mexico,34,74534,2024-06-06,Activo
4609,CLI-004609,Empresarial,Bogota,Colombia,57,28101,2026-01-20,Activo
4610,CLI-004610,Digital,Puebla,Colombia,49,78097,2022-09-09,Activo
4611,CLI-004611,Digital,Medellin,Mexico,41,36710,2024-11-10,Activo
4612,CLI-004612,Premium,Medellin,Mexico,34,67551,2022-09-24,Activo
4613,CLI-004613,Empresarial,Medellin,Mexico,54,60518,2024-03-21,Activo
4614,CLI-004614,Pyme,CDMX,Mexico,43,84270,2021-10-07,Activo
4615,CLI-004615,Empresarial,Bogota,Colombia,23,39960,2024-02-29,Activo
4616,CLI-004616,Nomina,Bogota,Mexico,50,39342,2024-10-30,Activo
4617,CLI-004617,Pyme,Monterrey,Colombia,21,76296,2021-08-24,Activo
4618,CLI-004618,Digital,Puebla,Mexico,42,55307,2021-05-08,Activo
4619,CLI-004619,Empresarial,Bogota,Colombia,26,95609,2026-02-04,Inactivo
4620,CLI-004620,Digital,Puebla,Mexico,49,91301,2026-07-22,Inactivo
4621,CLI-004621,Pyme,Medellin,Mexico,25,23641,2024-06-20,Activo
4622,CLI-004622,Pyme,Puebla,Mexico,60,33154,2021-07-06,Activo
4623,CLI-004623,Digital,Monterrey,Mexico,41,54963,2025-04-07,Activo
4624,CLI-004624,Empresarial,Guadalajara,Mexico,57,94507,2026-05-08,Activo
4625,CLI-004625,Premium,Puebla,Mexico,20,18572,2024-02-20,Inactivo
4626,CLI-004626,Pyme,Guadalajara,Mexico,22,33674,2025-01-24,Inactivo
4627,CLI-004627,Nomina,Guadalajara,Mexico,36,46083,2023-10-09,Inactivo
4628,CLI-004628,Empresarial,Bogota,Mexico,56,69138,2022-07-17,Activo
4629,CLI-004629,Nomina,Medellin,Mexico,64,80252,2024-04-02,Activo
4630,CLI-004630,Digital,Cali,Mexico,31,83733,2025-10-17,Activo
4631,CLI-004631,Pyme,Queretaro,Mexico,62,25248,2026-03-01,Activo
4632,CLI-004632,Empresarial,Guadalajara,Mexico,56,91009,2022-11-25,Inactivo
4633,CLI-004633,Nomina,Medellin,Mexico,36,15261,2022-03-15,Activo
4634,CLI-004634,Pyme,Guadalajara,Colombia,32,73595,2025-10-29,Inactivo
4635,CLI-004635,Empresarial,Puebla,Mexico,56,95075,2022-11-26,Activo
4636,CLI-004636,Nomina,CDMX,Mexico,26,19112,2022-03-05,Activo
4637,CLI-004637,Digital,CDMX,Colombia,60,65607,2026-07-10,Activo
4638,CLI-004638,Nomina,Bogota,Mexico,29,78565,2024-09-13,Activo
4639,CLI-004639,Nomina,Bogota,Mexico,49,46145,2021-08-06,Activo
4640,CLI-004640,Empresarial,Bogota,Mexico,29,31896,2025-12-05,Inactivo
4641,CLI-004641,Nomina,Medellin,Mexico,50,68127,2023-04-10,Activo
4642,CLI-004642,Pyme,Bogota,Mexico,51,56054,2022-01-05,Activo
4643,CLI-004643,Pyme,Medellin,Colombia,34,95410,2024-06-23,Activo
4644,CLI-004644,Digital,Monterrey,Mexico,32,63084,2022-03-14,Activo
4645,CLI-004645,Empresarial,Guadalajara,Mexico,28,57964,2023-06-05,Inactivo
4646,CLI-004646,Premium,Bogota,Colombia,53,64572,2021-11-17,Activo
4647,CLI-004647,Premium,Monterrey,Colombia,42,12101,2023-12-14,Activo
4648,CLI-004648,Nomina,Bogota,Colombia,56,80747,2024-09-12,Inactivo
4649,CLI-004649,Empresarial,Cali,Mexico,32,71111,2023-12-24,Activo
4650,CLI-004650,Pyme,Cali,Mexico,31,60857,2026-06-28,Activo
4651,CLI-004651,Empresarial,CDMX,Mexico,45,86641,2021-08-13,Activo
4652,CLI-004652,Premium,Guadalajara,Colombia,40,80560,2022-04-13,Activo
4653,CLI-004653,Premium,Medellin,Colombia,45,89289,2021-12-08,Activo
4654,CLI-004654,Pyme,Queretaro,Mexico,20,84180,2026-07-17,Activo
4655,CLI-004655,Pyme,Medellin,Mexico,28,47156,2026-03-02,Activo
4656,CLI-004656,Premium,Cali,Colombia,56,20720,2023-03-19,Activo
4657,CLI-004657,Nomina,Queretaro,Mexico,26,68159,2021-10-14,Activo
4658,CLI-004658,Premium,Guadalajara,Mexico,54,27585,2024-08-21,Activo
4659,CLI-004659,Pyme,Bogota,Mexico,46,30187,2023-03-14,Activo
4660,CLI-004660,Premium,Cali,Colombia,40,59589,2025-10-28,Inactivo
4661,CLI-004661,Premium,Medellin,Mexico,60,59292,2022-09-13,Activo
4662,CLI-004662,Digital,Queretaro,Colombia,35,64086,2022-01-22,Activo
4663,CLI-004663,Empresarial,Guadalajara,Colombia,52,52371,2021-11-20,Activo
4664,CLI-004664,Empresarial,Medellin,Mexico,24,28572,2022-01-07,Inactivo
4665,CLI-004665,Pyme,CDMX,Mexico,63,43472,2023-01-11,Activo
4666,CLI-004666,Pyme,Puebla,Colombia,32,10736,2023-01-10,Inactivo
4667,CLI-004667,Pyme,Cali,Mexico,36,15269,2023-08-26,Activo
4668,CLI-004668,Nomina,CDMX,Mexico,20,20227,2021-11-30,Activo
4669,CLI-004669,Digital,Guadalajara,Mexico,49,69125,2024-10-26,Activo
4670,CLI-004670,Digital,Cali,Colombia,62,47812,2021-07-29,Activo
4671,CLI-004671,Premium,Monterrey,Mexico,29,70929,2025-06-26,Inactivo
4672,CLI-004672,Empresarial,Cali,Mexico,52,19987,2024-04-06,Inactivo
4673,CLI-004673,Digital,Medellin,Mexico,23,94267,2026-01-07,Activo
4674,CLI-004674,Pyme,Puebla,Colombia,23,25434,2023-03-27,Activo
4675,CLI-004675,Empresarial,Queretaro,Colombia,45,78857,2021-05-10,Inactivo
4676,CLI-004676,Pyme,Medellin,Mexico,60,50876,2026-01-24,Activo
4677,CLI-004677,Nomina,Queretaro,Mexico,22,48786,2026-07-05,Inactivo
4678,CLI-004678,Empresarial,CDMX,Mexico,57,50037,2022-01-08,Inactivo
4679,CLI-004679,Nomina,Guadalajara,Mexico,28,93185,2021-07-09,Activo
4680,CLI-004680,Premium,CDMX,Colombia,27,70130,2023-01-03,Inactivo
4681,CLI-004681,Digital,Medellin,Mexico,43,45078,2022-10-02,Activo
4682,CLI-004682,Nomina,Guadalajara,Mexico,49,50983,2021-11-26,Inactivo
4683,CLI-004683,Nomina,Queretaro,Colombia,32,24199,2023-05-30,Activo
4684,CLI-004684,Pyme,Puebla,Mexico,30,14785,2024-11-17,Activo
4685,CLI-004685,Digital,Queretaro,Colombia,62,18349,2024-09-12,Inactivo
4686,CLI-004686,Nomina,Guadalajara,Mexico,62,55320,2026-05-13,Activo
4687,CLI-004687,Nomina,Queretaro,Colombia,40,9061,2021-06-12,Activo
4688,CLI-004688,Nomina,Guadalajara,Mexico,39,64275,2024-05-10,Activo
4689,CLI-004689,Premium,Medellin,Mexico,50,38428,2021-04-01,Activo
4690,CLI-004690,Premium,CDMX,Mexico,33,82596,2024-04-11,Inactivo
4691,CLI-004691,Pyme,Queretaro,Mexico,25,24018,2024-04-28,Activo
4692,CLI-004692,Premium,CDMX,Colombia,26,35762,2021-05-17,Activo
4693,CLI-004693,Premium,Medellin,Mexico,22,93899,2025-04-03,Activo
4694,CLI-004694,Nomina,Cali,Mexico,28,34630,2021-11-29,Inactivo
4695,CLI-004695,Empresarial,CDMX,Colombia,61,72338,2021-10-26,Activo
4696,CLI-004696,Empresarial,Puebla,Colombia,45,86931,2024-05-18,Activo
4697,CLI-004697,Empresarial,Cali,Colombia,62,55961,2024-03-24,Activo
4698,CLI-004698,Empresarial,CDMX,Mexico,56,47308,2023-03-01,Inactivo
4699,CLI-004699,Pyme,CDMX,Mexico,30,60116,2023-09-24,Inactivo
4700,CLI-004700,Pyme,Puebla,Mexico,27,59749,2021-11-11,Activo
4701,CLI-004701,Digital,Monterrey,Mexico,43,21250,2021-10-12,Inactivo
4702,CLI-004702,Empresarial,Puebla,Mexico,39,34345,2024-01-13,Activo
4703,CLI-004703,Pyme,CDMX,Mexico,40,43452,2023-07-02,Inactivo
4704,CLI-004704,Empresarial,Cali,Mexico,22,95369,2022-06-02,Inactivo
4705,CLI-004705,Digital,Cali,Mexico,62,94751,2022-06-04,Activo
4706,CLI-004706,Pyme,Cali,Colombia,64,21887,2025-04-23,Activo
4707,CLI-004707,Digital,Puebla,Mexico,45,78890,2026-01-16,Activo
4708,CLI-004708,Digital,Guadalajara,Colombia,37,8622,2023-09-20,Activo
4709,CLI-004709,Nomina,Medellin,Colombia,56,27157,2023-02-05,Activo
4710,CLI-004710,Empresarial,CDMX,Colombia,32,81904,2021-05-01,Inactivo
4711,CLI-004711,Premium,Bogota,Mexico,43,47031,2021-07-19,Activo
4712,CLI-004712,Empresarial,Queretaro,Colombia,58,80243,2022-03-16,Activo
4713,CLI-004713,Premium,CDMX,Mexico,42,92478,2026-02-17,Activo
4714,CLI-004714,Pyme,Medellin,Mexico,22,33000,2023-06-09,Activo
4715,CLI-004715,Digital,Cali,Colombia,32,42877,2024-04-11,Activo
4716,CLI-004716,Digital,Medellin,Mexico,42,71228,2024-04-13,Inactivo
4717,CLI-004717,Empresarial,Cali,Colombia,55,82920,2022-08-17,Activo
4718,CLI-004718,Pyme,Queretaro,Mexico,43,34142,2023-09-21,Activo
4719,CLI-004719,Nomina,Guadalajara,Mexico,59,64499,2025-04-20,Activo
4720,CLI-004720,Digital,Queretaro,Mexico,29,31242,2023-07-18,Activo
4721,CLI-004721,Nomina,Guadalajara,Mexico,59,83105,2023-10-21,Inactivo
4722,CLI-004722,Empresarial,CDMX,Mexico,21,49492,2022-03-04,Activo
4723,CLI-004723,Empresarial,Bogota,Mexico,52,93327,2025-04-04,Inactivo
4724,CLI-004724,Premium,Cali,Mexico,36,82487,2025-03-21,Activo
4725,CLI-004725,Premium,Bogota,Mexico,33,45592,2023-06-13,Activo
4726,CLI-004726,Nomina,CDMX,Mexico,53,41352,2023-02-06,Activo
4727,CLI-004727,Digital,Bogota,Mexico,56,91899,2022-03-16,Activo
4728,CLI-004728,Pyme,Medellin,Mexico,37,58592,2025-12-26,Activo
4729,CLI-004729,Digital,Monterrey,Mexico,46,35977,2021-11-08,Inactivo
4730,CLI-004730,Nomina,Monterrey,Mexico,48,54747,2023-10-11,Activo
4731,CLI-004731,Premium,Cali,Mexico,33,32829,2025-10-05,Activo
4732,CLI-004732,Digital,Queretaro,Mexico,38,62659,2023-06-02,Activo
4733,CLI-004733,Digital,Guadalajara,Mexico,55,32807,2026-05-03,Inactivo
4734,CLI-004734,Nomina,Puebla,Colombia,29,11368,2025-10-14,Inactivo
4735,CLI-004735,Pyme,CDMX,Mexico,51,97984,2022-03-07,Activo
4736,CLI-004736,Empresarial,Cali,Mexico,25,86197,2025-03-27,Activo
4737,CLI-004737,Pyme,Queretaro,Mexico,43,36780,2025-12-11,Activo
4738,CLI-004738,Nomina,Puebla,Mexico,32,45086,2024-03-03,Activo
4739,CLI-004739,Premium,Cali,Mexico,23,48776,2023-07-18,Activo
4740,CLI-004740,Digital,Puebla,Colombia,49,37536,2021-05-15,Inactivo
4741,CLI-004741,Empresarial,Puebla,Colombia,49,26300,2022-01-26,Activo
4742,CLI-004742,Premium,Bogota,Colombia,39,30530,2024-02-19,Activo
4743,CLI-004743,Nomina,Cali,Mexico,22,19040,2023-04-23,Activo
4744,CLI-004744,Nomina,Medellin,Colombia,25,85464,2021-07-23,Activo
4745,CLI-004745,Premium,Bogota,Mexico,28,80154,2022-12-05,Activo
4746,CLI-004746,Nomina,Queretaro,Mexico,25,94949,2024-03-02,Activo
4747,CLI-004747,Premium,Medellin,Colombia,22,81139,2026-08-27,Activo
4748,CLI-004748,Empresarial,Medellin,Colombia,47,13232,2022-05-14,Activo
4749,CLI-004749,Empresarial,Bogota,Colombia,57,24909,2021-06-11,Activo
4750,CLI-004750,Nomina,Guadalajara,Colombia,56,65325,2023-07-17,Activo
4751,CLI-004751,Empresarial,Bogota,Mexico,57,81396,2022-09-18,Activo
4752,CLI-004752,Nomina,CDMX,Mexico,39,27536,2022-05-04,Activo
4753,CLI-004753,Empresarial,Monterrey,Mexico,32,73861,2024-07-29,Activo
4754,CLI-004754,Digital,CDMX,Mexico,30,65888,2024-12-15,Inactivo
4755,CLI-004755,Premium,Queretaro,Mexico,50,88457,2026-05-04,Inactivo
4756,CLI-004756,Premium,Guadalajara,Colombia,22,33202,2026-08-06,Inactivo
4757,CLI-004757,Digital,Bogota,Mexico,28,12870,2023-06-23,Inactivo
4758,CLI-004758,Premium,Medellin,Mexico,31,8352,2021-08-05,Activo
4759,CLI-004759,Nomina,Queretaro,Mexico,24,58154,2025-05-20,Activo
4760,CLI-004760,Digital,Cali,Mexico,59,50724,2023-02-25,Activo
4761,CLI-004761,Pyme,Monterrey,Mexico,39,47943,2024-01-26,Activo
4762,CLI-004762,Pyme,Queretaro,Mexico,41,16759,2021-09-11,Activo
4763,CLI-004763,Nomina,Cali,Mexico,29,77471,2022-08-06,Activo
4764,CLI-004764,Pyme,Puebla,Mexico,26,14208,2026-05-09,Activo
4765,CLI-004765,Pyme,Monterrey,Colombia,48,59245,2024-04-13,Activo
4766,CLI-004766,Empresarial,Queretaro,Mexico,59,53382,2021-10-16,Inactivo
4767,CLI-004767,Premium,Guadalajara,Colombia,45,82821,2023-05-16,Activo
4768,CLI-004768,Nomina,Puebla,Mexico,47,21323,2024-04-03,Activo
4769,CLI-004769,Premium,Medellin,Mexico,50,15878,2025-02-05,Activo
4770,CLI-004770,Digital,CDMX,Colombia,28,23955,2022-02-10,Activo
4771,CLI-004771,Empresarial,Bogota,Mexico,23,8347,2025-02-28,Activo
4772,CLI-004772,Pyme,Cali,Mexico,33,26924,2025-10-18,Inactivo
4773,CLI-004773,Empresarial,Puebla,Mexico,26,70102,2021-04-21,Activo
4774,CLI-004774,Digital,Puebla,Mexico,61,94188,2024-06-30,Activo
4775,CLI-004775,Pyme,Puebla,Mexico,48,89221,2021-08-20,Inactivo
4776,CLI-004776,Pyme,Puebla,Mexico,61,24952,2022-07-25,Activo
4777,CLI-004777,Nomina,Queretaro,Colombia,49,27054,2021-05-02,Activo
4778,CLI-004778,Digital,Puebla,Colombia,61,87624,2025-02-13,Activo
4779,CLI-004779,Premium,Puebla,Mexico,33,49627,2026-07-10,Activo
4780,CLI-004780,Empresarial,Bogota,Mexico,52,81804,2024-09-26,Inactivo
4781,CLI-004781,Digital,Puebla,Colombia,32,82008,2026-04-26,Activo
4782,CLI-004782,Premium,Guadalajara,Mexico,34,26361,2021-05-07,Inactivo
4783,CLI-004783,Empresarial,Queretaro,Mexico,52,97315,2024-07-04,Activo
4784,CLI-004784,Pyme,Medellin,Mexico,46,37449,2024-06-02,Activo
4785,CLI-004785,Empresarial,Cali,Colombia,30,27704,2022-08-08,Activo
4786,CLI-004786,Premium,Puebla,Mexico,31,20570,2026-08-17,Activo
4787,CLI-004787,Empresarial,Guadalajara,Mexico,31,39781,2021-08-25,Activo
4788,CLI-004788,Empresarial,Guadalajara,Mexico,30,43685,2026-06-05,Activo
4789,CLI-004789,Nomina,Puebla,Mexico,28,84163,2026-06-03,Activo
4790,CLI-004790,Digital,Guadalajara,Mexico,26,9453,2022-05-29,Activo
4791,CLI-004791,Digital,Monterrey,Colombia,28,21755,2023-05-08,Activo
4792,CLI-004792,Nomina,Cali,Mexico,62,59099,2021-10-04,Activo
4793,CLI-004793,Nomina,Medellin,Mexico,50,80899,2025-08-03,Activo
4794,CLI-004794,Premium,Queretaro,Mexico,64,34465,2023-12-11,Activo
4795,CLI-004795,Digital,CDMX,Colombia,42,35963,2024-06-27,Inactivo
4796,CLI-004796,Pyme,Monterrey,Mexico,39,69586,2026-08-25,Inactivo
4797,CLI-004797,Digital,Guadalajara,Mexico,27,69405,2024-09-22,Activo
4798,CLI-004798,Premium,Monterrey,Mexico,55,46446,2023-07-20,Inactivo
4799,CLI-004799,Pyme,Queretaro,Colombia,29,90179,2025-11-22,Activo
4800,CLI-004800,Empresarial,Puebla,Mexico,33,82512,2024-05-31,Activo
4801,CLI-004801,Digital,Bogota,Mexico,22,69382,2024-02-11,Activo
4802,CLI-004802,Digital,Guadalajara,Mexico,59,96033,2024-05-24,Activo
4803,CLI-004803,Pyme,Cali,Mexico,52,42770,2023-09-06,Inactivo
4804,CLI-004804,Empresarial,Puebla,Mexico,44,76198,2022-08-03,Activo
4805,CLI-004805,Empresarial,Cali,Mexico,27,95468,2023-05-14,Inactivo
4806,CLI-004806,Empresarial,Medellin,Mexico,55,66501,2021-09-11,Activo
4807,CLI-004807,Premium,Puebla,Colombia,38,15801,2023-01-08,Activo
4808,CLI-004808,Empresarial,Cali,Mexico,49,86194,2023-09-11,Activo
4809,CLI-004809,Nomina,Queretaro,Mexico,41,60706,2022-04-08,Activo
4810,CLI-004810,Digital,Guadalajara,Colombia,47,78654,2023-03-20,Activo
4811,CLI-004811,Empresarial,CDMX,Mexico,27,91734,2026-07-10,Activo
4812,CLI-004812,Nomina,Medellin,Mexico,20,21796,2023-07-02,Activo
4813,CLI-004813,Pyme,Cali,Mexico,57,65344,2022-12-02,Activo
4814,CLI-004814,Pyme,CDMX,Mexico,23,51653,2025-09-01,Activo
4815,CLI-004815,Premium,Puebla,Mexico,57,24464,2024-10-08,Activo
4816,CLI-004816,Empresarial,Guadalajara,Mexico,40,65204,2024-06-28,Activo
4817,CLI-004817,Digital,CDMX,Mexico,24,60365,2021-03-18,Activo
4818,CLI-004818,Empresarial,Puebla,Mexico,63,27131,2022-07-11,Inactivo
4819,CLI-004819,Empresarial,Queretaro,Mexico,29,85748,2021-09-10,Activo
4820,CLI-004820,Pyme,CDMX,Mexico,42,47183,2026-01-16,Activo
4821,CLI-004821,Digital,Cali,Mexico,40,20004,2025-11-26,Inactivo
4822,CLI-004822,Empresarial,Medellin,Mexico,48,67111,2022-08-30,Activo
4823,CLI-004823,Empresarial,Queretaro,Colombia,32,72206,2023-02-28,Activo
4824,CLI-004824,Pyme,CDMX,Mexico,20,41719,2023-05-22,Activo
4825,CLI-004825,Nomina,Bogota,Mexico,26,74242,2024-10-03,Activo
4826,CLI-004826,Pyme,Monterrey,Mexico,21,22762,2025-06-20,Activo
4827,CLI-004827,Premium,Monterrey,Mexico,43,89482,2025-06-30,Inactivo
4828,CLI-004828,Premium,CDMX,Colombia,23,48134,2026-01-25,Inactivo
4829,CLI-004829,Empresarial,Puebla,Colombia,44,74317,2021-06-15,Activo
4830,CLI-004830,Pyme,Monterrey,Mexico,59,75861,2024-04-22,Activo
4831,CLI-004831,Nomina,Guadalajara,Mexico,33,51499,2022-04-04,Inactivo
4832,CLI-004832,Pyme,Medellin,Mexico,50,40491,2025-08-05,Activo
4833,CLI-004833,Pyme,CDMX,Mexico,21,37012,2024-12-03,Activo
4834,CLI-004834,Premium,Guadalajara,Mexico,61,48192,2025-05-26,Activo
4835,CLI-004835,Pyme,Puebla,Mexico,53,58322,2022-09-12,Inactivo
4836,CLI-004836,Digital,Puebla,Mexico,57,38577,2023-11-19,Activo
4837,CLI-004837,Digital,CDMX,Mexico,27,23030,2023-03-01,Inactivo
4838,CLI-004838,Pyme,Bogota,Mexico,45,18602,2022-11-24,Inactivo
4839,CLI-004839,Nomina,Monterrey,Mexico,27,82378,2025-04-10,Activo
4840,CLI-004840,Nomina,Puebla,Mexico,59,61688,2024-09-06,Activo
4841,CLI-004841,Nomina,Monterrey,Mexico,41,72193,2025-03-06,Inactivo
4842,CLI-004842,Empresarial,Bogota,Mexico,50,32436,2024-09-30,Inactivo
4843,CLI-004843,Premium,Puebla,Mexico,38,25572,2023-01-28,Activo
4844,CLI-004844,Empresarial,Medellin,Colombia,40,67422,2026-07-15,Activo
4845,CLI-004845,Premium,CDMX,Mexico,64,54909,2023-07-06,Inactivo
4846,CLI-004846,Nomina,Medellin,Colombia,56,38174,2024-06-12,Inactivo
4847,CLI-004847,Premium,Puebla,Colombia,46,38450,2025-03-17,Activo
4848,CLI-004848,Nomina,Puebla,Mexico,55,48487,2024-12-30,Activo
4849,CLI-004849,Empresarial,Medellin,Mexico,55,19604,2025-11-02,Activo
4850,CLI-004850,Nomina,Bogota,Mexico,30,48690,2021-11-21,Activo
4851,CLI-004851,Digital,Monterrey,Mexico,26,63554,2024-09-27,Activo
